cell,PC1,PC2,tsne1,tsne2,knn_all,knn_pca,knn_svd,lnIC50_mean
SAS,-10.235184814092525,5.860626944739749,4.1658764,-19.867788,3,2,2,1.724361363128492
SAT,6.19123643796192,5.184133074055625,6.499441,2.714528,1,1,1,2.790691430167598
SBC-3,-13.582895833185946,-0.2801469531880234,14.400119,-21.029034,3,2,2,1.6046226499999998
SBC-5,-9.270268697426115,-2.9698412660867257,11.024868,-12.802463,3,2,2,1.938312
SCC-15,8.780926871598982,1.1088860035450736,-6.2200375,13.923508,4,3,3,3.084896474860335
SCC-3,-21.52018449299339,-0.4457488864641237,22.094608,-28.043236,2,4,4,1.077859754189944
SCC-4,4.277664062507231,0.3359990741608113,-1.5321476,7.118266,1,1,1,2.7922117666666666
SCC-9,4.708655129636714,4.185910954994026,-1.7629373,7.2790003,1,1,1,2.701774188888888
SCC90,9.322159888396639,8.377644760810064,-3.1096473,17.96374,4,3,3,3.016498491620112
SF268,7.740931715699261,-4.262763225606721,-13.232618,15.446871,4,1,1,3.1949085444444445
SF539,-11.986190585979227,0.9136978167350017,8.778269,-18.922016,3,2,2,1.668185472222222
SH-4,1.85921953710922,13.34107885444147,-14.565528,-14.090495,1,1,1,2.5367505055555557
SHP-77,-5.400912774050873,-3.3432763448564464,19.803764,-7.6277213,3,2,2,2.0379952888888884
SIMA,-7.369145825723595,-0.16748004767806368,9.914806,-22.776663,3,2,2,2.060238284916201
SISO,6.6409945310397935,-6.198375613131072,-13.67908,16.879768,1,1,1,3.116148
SJRH30,-4.369580619461038,-2.2044363708060346,7.186182,-2.983308,3,2,2,2.213101366666667
SJSA-1,-2.476641012761614,0.9702595681868531,-2.217414,-4.8885574,1,1,1,1.8906030098039213
SK-CO-1,-8.37530001505829,7.184333697673681,-6.7986794,-22.383024,3,2,2,1.8708733891891896
SK-ES-1,-17.05352883170532,-5.95047571761458,16.13896,-24.429262,2,4,4,1.4805364357541904
SK-GT-2,-8.310601363940204,0.7112567113984455,4.9444976,-6.874113,3,2,2,1.8425619441340781
SK-GT-4,20.073634583696474,8.403311215426372,-22.90263,26.969004,0,0,0,3.9004889613259657
SK-HEP-1,2.8247986500790168,-2.016530959221665,-3.754638,4.267835,1,1,1,2.698511720670391
SK-LMS-1,-0.5995745401625583,0.057645925090861014,8.321934,-4.875136,1,1,1,2.5853510166666664
SK-LU-1,19.04364717429337,4.266248562867608,-12.524055,21.129824,0,0,0,3.9700719888888893
SK-MEL-1,11.122697060225448,4.871084354878414,-21.60184,16.275494,4,3,3,3.5762387843137255
SK-MEL-2,9.40937638189093,3.5653225037432503,-5.045753,23.962845,4,3,3,3.0401732
SK-MEL-24,7.280842434460141,5.822818926629907,-15.2780905,-3.0020497,4,3,3,3.045394977777778
SK-MEL-5,3.909573985088528,2.2483378483677905,-15.243146,6.1437845,1,1,1,3.3774158854166667
SK-MES-1,7.044641894444046,3.341675952788079,-6.9907346,13.467658,4,1,1,3.0430895139664798
SK-MG-1,2.8366017260392034,-4.347150997477628,-11.783327,-0.6583429,1,1,1,2.6968995195530723
SK-MM-2,-3.2588410059133386,-9.278777993141311,23.13117,-7.0668793,1,1,1,2.3687686111111113
SK-N-AS,2.612323763935555,4.291429666658157,-11.157685,-7.1206565,1,1,1,2.747578488888889
SK-N-DZ,-7.984669293261966,-4.115726127339392,13.127385,-15.393816,3,2,2,2.0755807078651682
SK-N-FI,2.6779678215507396,2.051584695125542,-2.2145395,-0.8696517,1,1,1,2.4365763431372547
SK-N-SH,0.34141258799146257,-1.9947934644897012,-2.2049422,0.31342456,1,1,1,2.1824563725490194
SK-OV-3,19.509639358098894,-1.684404919121823,-18.699091,32.80133,0,0,0,3.966570333333333
SK-PN-DW,-14.667460931065236,-5.948387235184553,18.134909,-20.679844,2,4,4,1.5949458324022345
SK-UT-1,-0.19267346559870197,-3.7987449730922043,-3.2737727,2.5397067,1,1,1,2.580780922222222
SKG-IIIa,7.152710000688702,1.890362037887916,-10.448713,4.8535743,4,1,1,2.931510172222223
SKM-1,-11.34634040912076,6.04684030717358,5.944398,-14.707193,3,2,2,1.4167765312500002
SKN,6.736658824991568,-2.054865326018464,-9.3541355,5.218685,1,1,1,2.9534491657458557
SKN-3,4.441246016184288,1.9825205896755458,-10.010582,12.817139,1,1,1,2.8542466871508374
SLVL,-12.770918307959837,0.2297765730772173,16.9437,-17.029324,3,2,2,1.613562927374302
SN12C,19.292701070750546,-1.6056710121819462,-18.929644,29.378672,0,0,0,3.848927661111111
SNG-M,-5.940747307262228,-2.202131168535203,9.026289,-11.617691,3,2,2,2.1499457709497207
SNU-1,-1.1752004099513225,-2.574146384472326,0.13929574,1.9270511,1,1,1,2.4087268539325843
SNU-1040,4.762198827832542,-1.7973375325881809,-3.415817,9.519646,1,1,1,3.340962433628319
SNU-16,-8.825923048784354,-1.1323956894779328,7.9579096,-27.065775,3,2,2,0.9883425934065935
SNU-175,-11.5145246605984,2.660487050579498,4.6271563,-16.205244,3,2,2,1.7141524619565216
SNU-182,13.825666903844986,-1.742393019132885,-15.351627,25.512295,4,3,3,3.510919229050279
SNU-387,6.583475985920605,2.203385824319882,-8.034903,3.2120628,4,1,1,2.967265361111111
SNU-398,-5.57522833393209,-1.277325614901694,15.463395,-0.045700815,3,2,2,2.151637
SNU-407,1.6181319567359995,3.91792235841065,1.0049871,0.43462828,1,1,1,2.485913802259887
SNU-423,2.2792880396679633,-0.8141878598789427,-8.673442,2.5363715,1,1,1,2.6691273055555556
SNU-449,15.989538960017352,1.1797077833810778,-10.950038,30.613976,4,3,3,3.4960404888888887
SNU-5,-5.404639522400774,2.4091850498906826,-18.026749,-7.163263,3,2,2,2.184958340782123
SNU-61,17.9523368483795,3.9107310794757164,-10.970001,26.635725,4,3,3,3.880615333333333
SNU-81,3.0379768591202465,-1.5772253555495697,-0.2594367,10.648902,1,1,1,2.97161489380531
SNU-C1,11.531860308892647,5.8757959293781905,0.094753884,18.591473,4,3,3,3.1746909728260873
SNU-C2B,13.906245245452533,2.615490858503005,-11.971661,19.0237,4,3,3,3.560847864864865
SNU-C5,-1.677717114081382,3.152512759365024,-7.7671695,-7.588189,1,1,1,2.5323766521739133
SR,-28.435812006159264,-1.141715451025759,23.663061,-29.442835,2,4,4,0.5480749050279329
ST486,-19.572395064372884,-0.7346710933498732,21.854612,-21.362707,2,4,4,1.16222005
SU-DHL-10,-21.847551846788015,-1.294468753449523,25.895727,-28.562313,2,4,4,0.9660112793296093
SU-DHL-5,-32.93766012028992,-2.3727866626325764,27.30913,-28.956656,2,4,4,0.2313830955056177
SU-DHL-6,-25.80378971132743,-0.5983324721268589,28.483335,-28.695786,2,4,4,0.5176094325842696
SU-DHL-8,-11.192268830571471,-7.011282916305352,27.968601,-17.511019,2,4,4,1.6915258603351955
SU8686,33.82431503462057,1.0995356543118773,-20.8204,33.64406,0,0,0,4.834384077777778
SUIT-2,25.534681435339543,-0.2948077339187476,-23.141071,33.966312,0,0,0,4.431081605555556
SUP-B15,-18.200419021557096,-2.1237964149779085,25.630543,-22.063717,2,4,4,1.3235815197740113
SUP-HD1,-8.81700678194321,-6.241790959860339,17.595274,-9.935381,3,2,2,1.999630810055866
SUP-M2,-25.55159656358288,-4.636993998660936,22.548452,-27.54006,2,4,4,0.7170256292134832
SUP-T1,-13.978879748316842,-4.185709736939023,12.581205,-19.888723,2,4,4,1.6439227555555556
SW1088,4.491754673176907,-1.5860687843897368,-7.609628,-3.5897267,1,1,1,2.8052535754189942
SW1116,20.490990775030372,5.298122689197696,-10.324575,25.887321,0,0,0,3.8275881297297296
SW1271,13.544224738823615,4.376078710475301,-12.065486,19.873055,4,3,3,3.515703977777777
SW13,-10.265599213076076,1.2768164297874454,5.1982136,-11.197753,3,2,2,1.7185995195530728
SW1417,30.047214115788755,6.500372608911935,-20.429502,35.23624,0,0,0,4.567125842391303
SW1463,8.690249389728812,6.339853436953585,-6.2530556,24.887054,4,3,3,3.0670510978260865
SW1573,24.198315400971847,-5.78873155673406,-19.87623,30.573326,0,0,0,4.43807158988764
SW1710,5.045000931160348,1.0566567512652358,-8.351266,5.0081162,1,1,1,2.765737105555555
SW1783,-4.073377299874201,-2.589935531002298,0.9819425,-10.661161,3,2,2,1.6734885882352943
SW1990,10.782475015619218,-0.6201452971960837,-22.579367,15.927714,4,3,3,3.5194305882352936
SW48,-6.87182864635481,5.381491890009343,-6.7635884,-22.356565,3,2,2,1.9209228742857138
SW620,4.604365962457817,6.26722094489313,-13.792791,-7.384563,1,1,1,2.951760581521739
SW626,12.766655822804342,4.325984469258671,-12.285693,22.658098,4,3,3,3.3825438100558656
SW684,24.77631004348644,-0.36680111936133075,-17.559372,32.733105,0,0,0,4.2725241277777775
SW756,32.00806424500313,-3.2462450626243213,-23.043785,35.01311,0,0,0,4.797085821229051
SW780,10.390766247101737,-0.694507082317278,-9.376674,18.386076,4,3,3,3.2348548882681567
SW837,16.221599044071056,1.8459115462533182,-10.718949,25.344154,4,3,3,3.528957859459459
SW872,8.546201210343524,-2.9589677752239405,-12.51409,13.604773,4,3,3,3.1194806424581003
SW900,11.975833636115606,3.7617249463875266,-12.627992,19.655901,4,3,3,3.420119155555556
SW948,6.8125775686156835,3.2468064815002475,-1.8398845,-1.480294,4,3,3,3.0088390543478267
SW982,-10.3529752753013,3.7174219359856675,1.3068312,-14.770459,3,2,2,1.8623073111111113
Saos-2,3.3183185347405706,-2.664189892794934,-6.576628,1.3346491,1,1,1,2.8368026055555555
SiHa,14.797266216191478,-2.7229434135383017,-14.372659,28.941214,4,3,3,3.498695466666666
T-T,-3.814624824947298,2.0891641351482617,4.0618453,-4.7477045,3,2,2,1.51205318627451
T47D,4.637945456860626,-3.2437901232583872,6.399028,9.051016,1,1,1,2.728828553846154
T84,4.446908717331642,0.9997455784160973,-2.072919,10.124648,1,1,1,2.7588169675675673
T98G,0.8171449045313712,-1.5962684397814382,-6.780164,-1.5318568,1,1,1,2.567821972222222
TC-71,-11.816798041346445,-4.71196778608566,15.467854,-22.492838,3,2,2,1.7870677653631286
TC-YIK,-14.57464324935367,-0.6883965345487649,16.409739,-21.481588,2,4,4,1.4742676722222219
TCCSUP,15.297459894580655,-4.89796176867933,-16.46826,25.19045,4,3,3,3.6544526536312856
TE-1,5.42600005140231,-1.3223521140186079,0.9663823,12.985245,1,1,1,2.8478067039106145
TE-12,6.7755088914622705,-0.7545683316165457,-4.261712,11.5129595,1,1,1,3.7877849374999997
TE-15,-5.61601233941064,2.6616035156605906,3.2261,-8.366843,3,2,2,2.1437361395348837
TE-4,-0.12233210397723393,-2.3418029682261947,3.8553755,3.8405964,1,1,1,2.4452610611111107
TE-5,8.900659717286318,-1.7129493932910824,-14.780641,16.051575,4,3,3,3.1935395944444447
TE-6,3.4391031190551473,0.2052240619533408,5.313695,2.2011201,1,1,1,2.637366597765363
TE-8,-2.9680962321768414,0.9118242470082516,-0.8351548,-2.6480205,1,2,2,2.3117285976331363
TE-9,0.5552887236161128,-3.9137475158872284,-0.5176718,7.675401,1,1,1,2.505258205555556
TGBC11TKB,-1.8852541662222322,3.5241674666607685,-2.6753082,-2.768872,1,1,1,2.241866722627737
TGBC1TKB,8.052275514059783,-1.339707812194796,-23.562515,13.302085,4,3,3,3.0202156568627454
TGBC24TKB,8.198526955611156,0.1544437843670705,-1.5815562,11.048249,4,3,3,3.0009963575418994
TGW,-7.58872212962782,-3.211843867907276,20.218107,-9.304438,3,2,2,1.9240264055555554
TK,-8.134611289720775,-6.501104872392586,22.96907,-5.7854767,3,2,2,2.071564127777777
TK10,21.184858549158644,4.542324299132893,-16.326963,35.17663,0,0,0,3.9887953833333336
TOV-112D,-6.8425884827200845,-2.3486815730818673,10.558432,-9.404397,3,2,2,2.1481123631284915
TOV-21G,-5.839101411619113,3.025735176120542,-2.6667883,-16.730572,3,2,2,2.0979266797752807
TT,15.459759062455003,-1.2145240193545894,-24.093027,16.372385,4,3,3,4.1913869207920795
TT2609-C02,27.01792847786834,2.7339356406456243,-22.600378,33.915607,0,0,0,4.576110055865921
TUR,-12.63929843998145,-3.557777656641882,14.8812895,-16.61414,3,2,2,1.6930331731843575
TYK-nu,3.7856725433612826,2.638017777065861,-11.204322,11.993754,1,1,1,2.867092849162011
U-118-MG,5.496239138420354,-3.420081750482911,-14.279096,11.575956,1,1,1,3.0134451284916204
U-2-OS,9.995525600209858,2.6231404174841746,-2.5901282,21.457203,4,3,3,3.1865644530386743
U-266,-0.7844858830788379,1.7749616460693944,15.925747,2.8208544,1,1,1,2.4785056201117315
U-698-M,-18.467054873155718,-2.0746552922089996,22.32719,-18.980534,2,4,4,1.1778449944134077
U-87-MG,7.769080274038852,-2.6063689333869795,-15.42652,14.729954,4,3,3,3.073925687150838
U251,9.273618921574982,-2.86386460268222,-13.880893,17.25403,4,3,3,3.3075387653631285
UACC-257,18.466953951693796,9.436079031312618,-9.507873,22.663118,4,3,3,3.7143618388888884
UACC-62,-1.7702966040719232,11.649364342097321,-13.675145,-15.026497,1,1,1,2.3675576555555558
UACC-812,5.990060149178442,-2.5193572437004486,4.8548603,6.1505785,1,1,1,2.945118838095238
UACC-893,0.6751885573505539,1.4552448966967941,7.001646,5.520531,1,1,1,2.158277650793651
UM-UC-3,1.0458245507229218,-2.284037519313284,-4.7928925,0.940938,1,1,1,2.3908299509803923
UMC-11,5.8957209487574005,-5.377913658773842,1.8761107,7.885031,1,1,1,2.950294469273743
VA-ES-BJ,7.344892863234869,-3.766410815453341,-13.603517,14.570511,1,1,1,3.263828944444444
VAL,-18.986047100831797,-4.62232019077358,24.987267,-24.177713,2,4,4,1.23777529281768
VCaP,1.7513506936582424,-5.312912467529744,-5.8960867,1.2315171,1,1,1,2.7287573500000004
VM-CUB-1,-5.06492367205999,0.8069469574951293,7.8744297,-7.0258546,3,2,2,2.2269050111111115
VMRC-LCD,14.606010402663646,-4.2649682642560265,-13.152658,27.162384,4,3,3,3.6355136145251397
VMRC-RCZ,38.899635813696435,-4.348189860572225,-21.249544,37.052338,0,0,0,5.312543049723757
WIL2-NS,-17.670564482050644,-3.5239703252676198,19.218727,-23.649256,2,4,4,1.3481966536312848
WM-115,7.084143346977518,5.808560394604454,-15.260881,-2.9956305,4,1,3,3.0413755139664795
WM1552C,-2.816705634744852,2.8632283181369917,-4.261394,-15.55499,1,1,1,2.312451838888889
WM278,14.618384459407853,8.544166425571305,-9.764693,21.879875,4,3,3,3.525876927374302
WM35,0.38040507462609835,8.324727870386747,-13.963075,-12.598649,1,1,1,2.390410027972028
WM793B,-5.925774502716189,3.302738030521337,0.721708,-15.977668,3,2,2,2.15901145
WSU-DLCL2,-13.598528207282815,-1.9432107813895805,10.555678,-26.867147,3,2,2,0.34340817999999984
WSU-NHL,-27.954983490330363,-0.9892275492192368,27.919678,-28.517242,2,4,4,0.49641425698324
YAPC,19.780889809279966,-2.8881075765415516,-19.105902,29.44773,0,0,0,3.915214594444444
YH-13,-4.991350162017699,-0.3465837294951273,-5.577627,-4.640322,3,2,2,2.1869999888888887
YT,-7.6295021333512185,0.03344565269317708,7.943281,-23.886219,3,2,2,1.1819216300000002
ZR-75-30,30.78222057746216,-6.154785940493497,-12.024542,35.76498,0,0,0,4.621595969387755
huH-1,11.581107012232902,-1.231264295328272,-19.186472,16.974913,4,3,3,3.4231409499999996
