cell,PC1,PC2,tsne1,tsne2,knn_all,knn_pca,knn_svd,lnIC50_mean
22RV1,-0.11821090737287548,0.5553332000852341,-3.7755218,-3.2952325,1,1,1,2.5528801888888886
23132-87,-7.707611387971195,2.0113777940493702,-1.3093041,-13.7076435,3,2,2,2.00105145
42-MG-BA,-5.088787772373916,-0.36634175774069877,0.18876119,-11.522259,3,2,2,2.2016799055555554
5637,-0.08273693836167251,1.81919681037524,1.467041,-5.8275476,1,1,1,2.6084773128491623
639-V,-3.4031418739361854,-2.7439743665470626,8.276133,-8.379151,3,2,2,2.3471647318435753
647-V,2.3050557538082512,-3.129606370452084,-16.712044,4.7072854,1,1,1,2.7419500277777775
697,-31.410620605925857,-2.2571450470910315,24.180418,-26.674845,2,4,4,0.3532804662921347
769-P,-1.3624593806847956,2.519741942201309,-3.4681604,-11.590106,1,1,1,2.392155322222222
786-0,-3.885574017500888,-1.0138389098790528,-0.64993966,-11.789454,3,2,2,2.3047312444444445
8-MG-BA,-12.08971116561117,-0.8155597846615733,10.930619,-17.36292,3,2,2,1.7178899664804468
8305C,6.589327835715532,4.453063022323097,-7.4745274,3.8412077,1,1,1,2.943012511111111
8505C,9.625743430789583,3.3401037282152926,-10.896969,16.584284,4,3,3,3.2271652888888887
A101D,-8.188979460964928,5.8324452629011825,0.9991812,-17.58622,3,2,2,1.9447729777777782
A172,-6.126128885766613,0.8111396336832504,0.18660535,-13.492573,3,2,2,2.1561906833333335
A204,4.67116198378563,-2.5354359458873956,-15.111551,3.8877277,1,1,1,2.826526938888889
A2058,-10.024138399138653,1.596769830511186,10.276286,-16.379173,3,2,2,1.8479615810055865
A253,2.5809256107034058,-3.4515049694603896,-2.8302746,3.403216,1,1,1,2.70259538547486
A2780,-19.58623760530941,5.390775745883436,4.726773,-27.534323,2,4,4,1.093346294444444
A3-KAW,-26.10327432842014,0.5418384447441575,22.817629,-28.838884,2,4,4,0.6331648125000001
A375,-8.458511771819351,10.880601200556526,-11.824145,-15.41666,3,2,2,1.9935364143646406
A4-Fuk,-26.666712875992335,7.400260500091858,25.19194,-30.557638,2,4,4,0.5960665444444443
A427,-0.7809764973175979,-0.8977675419591793,1.0677439,3.5913923,1,1,1,2.8091799052631576
A498,10.022776682730594,-0.6457283469391756,-13.548807,8.474723,4,3,3,3.1133851899441343
A549,-9.856411495355827,8.625240137886294,3.0050564,-20.50005,3,2,2,1.8082166464088398
A673,-13.44246399391236,-3.683231495826561,15.445829,-22.731634,3,2,2,1.6285919555555555
A704,1.7980465203806473,-0.4260952510527531,-11.193174,5.905891,1,1,1,2.4913215921787706
ABC-1,11.999494897707528,-5.528523988772287,-6.489109,21.184015,4,3,3,4.5026601770833325
ACHN,-3.035646988622021,3.420554669833891,-3.3011973,-11.6820135,3,2,2,2.2994298222222223
AGS,-14.933132853390164,9.122886141003328,2.877618,-22.590895,3,2,2,1.3761601899441345
ALL-PO,-21.96810842061172,-5.239413117797352,27.15518,-23.021336,2,4,4,1.0181010502793297
ALL-SIL,-18.656794723943804,-4.2679556395556935,24.713964,-34.35158,2,4,4,1.31599456424581
AM-38,-3.9045575274356312,2.837026192060381,-11.677242,-10.782949,3,2,2,2.235159394444444
AMO-1,-24.74662927104768,1.3555954017414604,24.856964,-29.544333,2,4,4,0.7229113483146068
AN3-CA,-0.8957094802503309,-2.757392576651861,12.263669,2.4174492,1,1,1,2.3777507150837995
ARH-77,-21.059498952336128,-1.6003501828409454,26.199587,-25.746496,2,4,4,1.1040514388888893
ASH-3,2.275781648526996,1.3357493290772717,-5.351109,4.183518,1,1,1,2.6575036166666663
ATN-1,-21.383741452010327,-6.682709343206344,21.029188,-23.906498,2,4,4,1.0684511460674158
AU565,-5.465054291027824,-4.378768742829507,5.2919226,-8.627067,3,2,2,2.229717407216495
AsPC-1,38.97021208502814,5.146502259178332,-22.742065,37.02486,0,0,0,5.330396477777778
B-CPAP,1.9128171009897292,2.393791372706991,-6.827879,4.663131,1,1,1,2.7226631508379895
BALL-1,-23.703463811142857,-5.266212666691327,24.848265,-24.478754,2,4,4,0.9523939106145252
BB49-HNC,-8.419346561321156,6.684659883720952,-1.7587918,-10.20547,3,2,2,1.9108578555555555
BC-1,-24.05073140545855,0.04905993545866316,24.670862,-29.385124,2,4,4,0.8204776111111113
BE-13,-20.268410325070768,-2.242866937874945,21.85862,-21.894985,2,4,4,1.05242795
BE2-M17,1.2418830365955367,2.694259082644244,-3.3856187,-1.6602092,1,1,1,2.6251845611111118
BFTC-905,-12.69621654861733,5.2209053407727035,4.3695836,-20.039724,3,2,2,1.5915548777777784
BFTC-909,-5.4955107440152835,-1.085515973371067,0.32359064,-11.872858,3,2,2,2.191558972067039
BHT-101,-3.8901394008250922,9.36618930030762,-11.145032,-12.705914,3,2,2,2.1778524277777778
BICR10,-0.3329218595719148,-1.3660524222671728,-7.501623,-3.5378723,1,1,1,2.545725822222222
BICR22,-10.484832296215378,-0.6597553483667187,8.971018,-15.407762,3,2,2,1.8661523833333336
BICR78,12.985991613426537,-1.4440613312938455,-6.301444,20.981438,4,3,3,3.321025233333334
BL-41,-24.435454741010645,-3.04521772977595,24.225077,-28.097008,2,4,4,0.7930872333333335
BPH-1,-10.332438006664276,9.810068814657768,-1.904051,-22.726555,3,2,2,1.7216197333333338
BT-20,3.504812328307052,-0.5806470214533537,6.4888186,11.375733,1,1,1,2.62504298974359
BT-474,18.8708469530615,-5.772758206104537,-11.646353,35.485092,0,3,3,3.872156502564103
BT-483,26.390687674787987,-6.403996718322681,-26.134573,17.422142,0,0,0,5.35644505737705
BT-549,5.316777983670374,-2.23133603873103,-9.5615425,-1.1679301,1,1,1,2.8940772358974365
BV-173,-20.169719773085443,0.005145556453718836,22.432028,-34.373077,2,4,4,0.5746110808823528
Becker,5.3767251692360585,0.4749376195164634,-9.785859,-3.2951524,1,1,1,2.999059544444444
BxPC-3,2.901152824188554,2.760810398913938,-4.284709,3.0837967,1,1,1,2.5990328333333332
C-33-A,-7.218148901228856,-1.3105745926759318,9.854669,-12.5908375,3,2,2,1.9555109444444447
C-4-I,1.7616755525081174,0.06793076151105737,-1.7018515,8.771897,1,1,1,2.58418151396648
C2BBe1,13.652597333701921,1.9129976907947748,-13.312181,23.693546,4,3,3,3.3782546956521737
C32,7.810770485113811,11.718130384343842,-16.250006,-13.004777,4,3,3,3.1588046499999995
C3A,19.765921238234064,1.0599833704152135,-10.737544,28.353292,0,0,0,3.9403521444444447
CA46,-6.066036170870584,-3.0888703947382075,16.542875,-13.08638,3,2,2,2.129960683333334
CADO-ES1,-7.721984314663382,-6.100075115423803,10.744909,-23.114742,3,2,2,2.0774420888888887
CAL-120,19.385308988294963,-3.7180532932117742,-18.338598,23.615818,0,0,0,4.155584682051282
CAL-148,-7.159418842317992,-3.523420321734614,13.517081,-6.6348863,3,2,2,1.504129239669421
CAL-27,-8.032277202440987,-0.441092509823408,4.1395826,-9.980048,3,2,2,2.00220425
CAL-29,-1.4875077085262054,1.6433533756239784,-0.6163236,-5.4099765,1,1,1,2.440544938888889
CAL-33,-6.070443719156997,-1.1818660874831428,3.9034905,-9.924647,3,2,2,2.1513037722222226
CAL-39,-16.17428781427783,10.010741543971346,-2.1392498,-22.953575,3,2,2,1.238215022222222
CAL-51,-8.538773977427452,-1.5280229036335709,3.2564442,-12.921613,3,2,2,2.0976022564102563
CAL-54,-8.035999868758006,4.696452975025363,-2.8313189,-12.953513,3,2,2,1.8126888777777777
CAL-62,-2.9750857729107163,0.8019857235956753,7.4021773,-7.030704,3,2,2,2.346555644444444
CAL-72,-2.667815504428308,-0.57530888452598,-2.6938899,-6.010351,1,1,1,2.3061631555555557
CAL-78,0.25967511010013455,-2.678353110227091,-10.491664,0.47508085,1,1,1,2.599409716666667
CAL-85-1,4.348589610872537,5.071443469693715,-13.576837,-0.5331905,1,1,1,2.7619066256410254
CAMA-1,1.45864914093647,-5.573990016803824,8.679106,10.28799,1,1,1,2.5347963076923072
CAPAN-1,9.731270298120378,2.171305638569215,-8.284243,19.373783,4,3,3,3.2010192611111115
CAPAN-2,22.705371681420054,4.993203381494004,-14.324198,33.676975,0,0,0,3.931917766666667
CAS-1,11.98592313687913,2.3622055097508454,-17.719032,11.637184,4,3,3,3.373987494382022
CCK-81,-3.986178983093934,3.3971150943326363,3.4398692,-0.36818817,3,2,2,2.1021030432432437
CCRF-CEM,-20.984730275565866,-4.539206494462525,22.78758,-23.751287,2,4,4,1.046705327777778
CESS,-19.09861604307533,-2.0984667468685285,26.62484,-25.281757,2,4,4,1.24373992178771
CFPAC-1,4.766025320935919,1.3516965426098166,-9.691242,11.12953,1,1,1,2.9201448444444447
CGTH-W-1,4.754591486678277,-0.5518544331845663,-8.906646,8.649793,1,1,1,2.720174676470588
CHL-1,0.7797113385352021,-2.7736933171676044,2.731382,4.6202345,1,1,1,2.509572566666667
CHP-134,-6.62333874303056,-7.227936145771512,12.724352,-2.3942313,3,2,2,2.2668656123595503
CHP-212,-13.198083118017317,12.35212069631472,2.62083,-24.970224,3,2,2,1.6458418491620115
CHSA8926,4.974156048301828,-0.4489261074798892,-11.145399,3.5290892,1,1,1,2.757011192090395
CL-11,16.173714229410606,9.691761425955532,-9.556085,25.811752,4,3,3,3.6826466630434784
CL-34,0.29601932709065903,6.8534923461700465,-14.869389,-10.368551,1,1,1,2.7451215575221237
CL-40,-0.5060495368532107,4.83832183678629,-13.812332,-7.519655,1,1,1,2.537201486338798
CML-T1,-24.626988463899735,-1.0547687784341824,25.085125,-34.15158,2,4,4,0.805101611111111
COLO-205,-3.804958555644933,10.9991732315242,-8.167888,-11.465398,3,2,2,2.1480088586956527
COLO-320-HSR,-5.109418274500638,-6.168259226939904,19.885506,-6.8049,3,2,2,2.1260143423913043
COLO-668,4.177260430115542,-0.4414083633043797,4.195677,16.388123,1,1,1,2.763298311111112
COLO-678,42.53489306303806,6.523059701007501,-22.850065,37.54773,0,0,0,5.544892538043479
COLO-679,3.3444455258680446,11.671506198743803,-14.903789,-13.995634,1,1,1,2.6722756111111114
COLO-680N,22.949213781215086,-0.3692827388418043,-17.22314,33.97271,0,0,0,4.168219222222222
COLO-684,1.8086945836407757,-3.92910516023493,4.2030516,8.101781,1,1,1,2.600561216666666
COLO-792,0.009679371208043186,4.107958550391807,-0.6063817,-0.22294313,1,1,1,2.4242054078212294
COLO-824,1.1768669705939743,-4.017156402398441,11.584762,4.906979,1,1,1,2.4981250871794876
COLO-829,20.85700833852355,7.680554350371688,-9.228288,22.629934,0,0,0,3.9744502290502797
COR-L105,7.234620571770716,8.46637023776277,-4.571834,14.825838,4,3,3,2.7686990500000004
COR-L23,5.249328733825066,0.46525159837731994,-12.254402,9.990545,1,1,1,2.8837636055555556
COR-L279,-5.256139954666771,-5.066321339479901,14.854372,-5.0427675,3,2,2,1.5910493529411764
COR-L311,-8.496519463976327,-5.763232380446947,16.26032,-5.989232,3,2,2,1.8990572458100559
COR-L32,-5.470916603975573,-3.835839503609406,16.592737,-4.392411,3,2,2,1.4701596813186815
COR-L88,7.010232456977377,-4.268755188194604,-5.8454795,9.209841,4,3,3,3.0350120392156863
COR-L95,0.26503829695636494,-2.239334230546251,-2.6285493,2.0789144,1,1,1,1.1456417083333335
CP66-MEL,7.960363726840226,5.4803176701060465,-15.040513,8.08948,4,3,3,3.928864500000001
CPC-N,-8.07719228541826,-4.115098322242131,19.332691,-10.082984,3,2,2,1.917794460674158
CS1,1.857343790402319,-0.1049331189757785,-4.180503,1.7943959,1,1,1,2.5623090349650353
CTV-1,-23.991458891498176,-0.45685858165103754,25.708717,-33.50708,2,4,4,0.8371468314606741
CW-2,3.9989567805708335,0.25322437897100053,2.1024323,0.45511648,1,1,1,2.732276711956522
Ca-Ski,-1.5761472591697245,0.5004414857800787,-0.26550746,-4.7790227,1,1,1,2.3706655166666666
Ca9-22,-3.373386363872893,1.3464717593940436,2.7213013,-5.770336,3,2,2,2.1722905138121544
CaR-1,4.44652005284122,-1.1856365066836274,-11.508924,7.0542107,1,1,1,2.714747545945946
Calu-3,15.778430342912225,-2.7054740955984844,-20.3991,25.278582,4,3,3,3.485902622222222
Calu-6,3.6409883525140625,6.440523268054038,-12.741183,-8.013579,1,1,1,2.8479660277777783
Caov-4,0.7898654034593292,2.9194685389102997,-4.3253727,-0.8857985,1,1,1,2.1530143663366337
D-263MG,2.7093281134824565,-1.1659875390182959,-5.4150763,6.1091657,1,1,1,2.6889491340782126
D-283MED,-19.70886100133535,-2.0574098627352897,18.666517,-25.31775,2,4,4,1.153587288888889
D-392MG,4.987697263111274,0.7146815556286679,-7.6779995,6.920517,1,1,1,2.7769502999999998
DAN-G,-2.2642890526332184,3.518123603475777,-3.264478,-7.4888654,1,1,1,2.268699161111111
DB,-13.694938163820659,-6.008522326178088,24.859568,-20.620049,2,4,4,1.625687787709497
DBTRG-05MG,28.365498146105733,1.6191273350004884,-21.856272,34.191647,0,0,0,4.685347877777778
DEL,-30.36279401759866,-0.6790741259129942,23.372387,-29.468214,2,4,4,0.44923871508379876
DG-75,-8.538624223301092,-1.6387495341337925,15.3984165,-14.173978,3,2,2,1.9921916703910618
DK-MG,7.811580933722455,2.6389601149044517,-17.835732,11.096853,4,3,3,3.0636228500000002
DMS-114,2.6603392384483477,-4.876280374158616,-3.8013043,6.8193784,1,1,1,2.6693132999999993
DMS-273,-9.43972113687521,-3.776610993166336,14.006815,-9.860673,3,2,2,1.8982772905027931
DMS-53,13.29837069844306,-5.188272172552123,-18.94923,25.636179,4,3,3,3.4115244222222225
DMS-79,-1.0955732624595682,-2.269856519589021,-16.853868,2.274049,1,1,1,2.7372387578947373
DND-41,-13.434640118124362,-3.14288949943386,27.095041,-17.79093,2,4,4,1.5054601222222221
DOHH-2,-17.292907361131842,-1.2468647526352294,20.009212,-16.672386,2,4,4,0.6385803473684211
DOK,-9.342281331632146,8.834841311554339,-2.5223293,-22.580494,3,2,2,1.655780277777778
DOV13,-9.746096837572761,-0.7108192614594507,2.731587,-14.900383,3,2,2,1.8623782346368716
DSH1,-8.048384032582383,0.824182124910174,5.2816854,-11.373998,3,2,2,1.7712195722222226
DU-145,13.213567416686669,-5.096913188331829,-14.356874,18.143276,4,3,3,3.5988311173184355
DU-4475,-19.915740808368376,12.549867251732636,18.552393,-31.697014,2,4,4,1.0214752642487046
Daoy,-9.240527026647037,-3.2849546685485227,11.14992,-14.021008,3,2,2,2.010142536312849
Daudi,-14.244042277741173,-1.9470616598978938,18.980415,-18.46567,2,4,4,1.5588647611111113
Detroit562,-10.869849979810805,3.3005033530489123,6.019937,-18.499695,3,2,2,1.744568655555556
DiFi,-1.8875317028526992,5.882768353512682,4.5250673,-0.12907653,1,1,1,2.2348546032608696
DoTc2-4510,-1.090819940845093,0.5004901650427647,2.1222172,2.0883417,1,1,1,2.3018610499999994
EB-3,-6.0679381803056875,-3.208538060199989,16.859707,-13.288083,3,2,2,2.061524433333333
EB2,-12.123326333378401,-6.17211415437432,14.097112,-19.27898,3,2,2,1.7541754611111113
EBC-1,1.2068776102456207,5.539075909432951,-19.303307,-4.204924,1,1,1,2.543418983333334
EC-GI-10,-8.744251172526033,2.8612310205206133,4.6919193,-9.370204,3,2,2,1.887302883333333
ECC10,-7.631672850892797,-0.15843605438108388,17.57135,0.3538147,3,2,2,1.9237180335195527
ECC12,0.8646731934838956,-3.1567183928208196,-1.520698,3.9437249,1,1,1,3.14331192
EFM-19,4.200872523788296,-6.073035152980923,8.185004,9.56505,1,1,1,2.759646816326531
EFM-192A,13.79355769904257,-5.045953257206801,-10.530107,34.16732,4,3,3,3.3911982279792747
EFO-21,27.161749318393284,2.767380422717887,-18.166767,34.52936,0,0,0,4.448059688888889
EFO-27,5.016615133489215,1.739142091220542,-6.3268237,11.322566,1,1,1,3.555972652631579
EGI-1,28.8603336290221,-5.554565044565143,-20.560492,33.320854,0,0,0,4.432839933333334
EJM,-2.606314284632269,-3.9804706698326857,8.320641,0.17843746,1,1,1,2.394864222222222
EKVX,7.895634392901744,0.280609579579231,-4.614577,11.6481085,4,3,3,3.8232972421052627
EM-2,-16.075840979710822,2.8083901700412794,23.354671,-35.535007,2,4,4,1.431132720670391
EMC-BAC-2,-10.232564210781089,2.3884070631877283,7.7495623,-17.29321,3,2,2,1.8338096983240224
EN,10.33904069853001,-4.107727849687382,-3.7583206,27.935389,4,3,3,3.1577820999999995
EPLC-272H,-6.679091478997767,3.6337736912597696,-4.85722,-17.472805,3,2,2,1.9988670722222222
ES-2,-0.4706675359621728,4.14705948599202,-12.065306,-9.749494,1,1,1,2.590258972222222
ES1,-11.12673395884794,-2.1470181899117007,9.357675,-26.021017,3,2,2,0.807420188118812
ES4,4.791122444989174,-5.261576759758076,-18.133497,5.446854,1,1,1,2.9941280505617978
ES5,-7.0211707177176015,-1.7515847215516567,7.848484,-13.25031,3,2,2,2.069607010526316
ES6,6.640402201353102,-3.2834453303079094,-12.037222,8.685189,1,1,1,2.9603845722222224
ES7,-17.000561911447665,-5.743670656790973,16.474598,-23.861494,2,4,4,1.4057362500000004
ES8,-19.397046471242525,-3.6566953683827474,17.03345,-24.487597,2,4,4,1.243197261111111
ESO26,3.1880396898527357,-4.601477747990134,-2.157058,4.1873493,1,1,1,2.86021697752809
ESO51,4.791095168241633,4.127422055140196,-16.610968,-5.9431705,1,1,1,2.8247073444444446
ESS-1,-14.513976622935944,-0.07847417556045011,9.6623745,-18.229233,3,2,4,1.4979448611111112
ETK-1,4.175168986537765,-0.8768067301446829,-13.742742,2.1318748,1,1,1,2.8872499388888895
EVSA-T,-11.224531721460684,-3.1823922096505957,13.727945,9.3015785,3,2,2,1.556148155440414
EW-1,-14.126461271978698,-4.5860926016956505,14.934024,-23.280699,3,2,2,1.5944557055555548
EW-11,-8.392051705758117,-5.874761268838862,13.873602,-22.59715,3,2,2,2.00637185
EW-13,5.593286860231842,-7.471061458687932,-18.41583,3.6311023,1,1,1,3.0233066049382717
EW-16,-3.7178590109233753,-3.0509338069663285,10.520497,-5.257259,3,2,2,2.4210606833333332
EW-18,-7.489486706763647,-5.442502980903687,21.52677,-11.465816,3,2,2,2.0364009333333333
EW-22,-13.81232697630754,-7.245707605327164,15.408146,-24.784939,2,4,4,1.6909881222222225
EW-24,3.766870798482862,-7.242614453725386,-16.70991,0.03127558,1,1,1,2.8118041555555555
EW-3,-15.427605871651895,-7.466208168875701,15.666207,-25.622799,2,4,4,1.6136436055555559
EW-7,-12.505808295760252,-3.294603348118029,13.976445,-23.434769,3,2,2,1.6522272793296089
EoL-1-cell,-31.516349804215217,3.8560811040988514,23.286757,-32.3845,2,4,4,0.17660562222222215
FADU,-2.944125746590334,0.9013628082023204,2.7829962,-7.0387983,3,2,2,2.3714354444444443
FLO-1,-6.705915686440939,0.5553258337874748,8.438683,-14.846257,3,2,2,2.0073233444444445
FTC-133,3.4831951327220096,-5.594425657529519,-13.181621,11.619816,1,1,1,2.8803889289940834
FU-OV-1,11.257379339866171,0.7872104997497946,-23.981438,14.064657,4,3,3,3.3901733725490195
FU97,0.522607298546607,-0.9900430108275998,5.377468,7.358289,1,1,1,2.1371540098039215
Farage,-7.817673259393938,-1.090049881532391,7.9007225,-13.278002,3,2,2,1.996021063157895
G-292-Clone-A141B1,14.941863586350983,-2.934678508928303,-6.509794,30.08156,4,3,3,3.4112173055555557
G-361,-2.149274698364498,6.705832310791962,-12.4784155,-13.225225,1,1,1,2.2631729333333332
G-401,-14.435240341133365,2.113665801333262,4.721977,-27.53972,3,2,2,1.5044077722222224
G-402,-10.524272605132959,1.7514364362106027,-0.85527796,-18.731958,3,2,2,1.7728485168539325
G-MEL,-6.794218824504618,6.650723830597677,5.414701,-14.363102,3,2,2,1.9071820319148933
GA-10,-23.709825026941992,-2.001581190775036,26.22998,-28.24935,2,4,4,0.9000924944444446
GAK,1.500981697014251,5.881111749037423,-12.702812,-12.442088,1,1,1,2.459326972222222
GAMG,-1.252725935909158,-2.0581972280930807,-6.0818334,-2.989677,1,1,1,2.445063195530726
GB-1,9.853057325853074,-5.888625617124232,-17.612486,21.652424,4,3,3,3.238975416666667
GCIY,5.027653648436983,3.1000616736291136,-3.8097167,13.912579,1,1,1,2.75967885
GCT,2.769189699980671,2.5478507169442963,-11.196711,1.7445277,1,1,1,2.782126288888889
GDM-1,-19.602969440827223,-1.1026952918233472,28.243244,-23.964691,2,4,4,1.1140437765363127
GI-1,-6.333974981686122,-2.9166462024615942,9.583546,-10.670548,3,2,2,2.0417630935672517
GI-ME-N,10.629003755289908,3.5547002501719205,-16.756298,13.619425,4,3,3,3.317345661111111
GMS-10,-7.123107335978091,2.6485568457002167,7.420481,-16.147324,3,2,2,1.9454762127659575
GOTO,1.8194314361079553,-4.539196868976557,-19.023333,1.0109026,1,1,1,2.7523954944444444
GP5d,-10.234697132260203,0.546145456640686,4.683035,-16.109013,3,2,2,1.889367131147541
GR-ST,-8.157084646289242,-4.494183803217194,16.291054,-12.11699,3,2,2,1.9795020833333332
GRANTA-519,3.384000078111762,-9.054680105889318,-19.811056,2.169409,1,1,1,3.044609346368715
H-EMC-SS,13.170908796053201,1.0202607940364294,-15.579491,22.672941,4,3,3,3.3859603591160217
H3255,5.395905039122706,0.5119209321998544,-5.22115,12.073622,1,1,1,3.4600454000000003
H4,-12.973918414523368,0.18354957750644935,8.430785,-20.094881,3,2,2,1.6801178547486035
H9,-19.273161954853222,3.5653929681850203,20.47536,-25.97146,2,4,4,1.1161544857142858
HA7-RCC,7.392901063564317,-0.5308139217878453,-14.2520485,9.901132,4,3,3,3.9409608526315787
HAL-01,-21.411319619818542,0.22015711496654355,28.260866,-26.219265,2,4,4,0.9693732333333333
HARA,-11.509985707225374,1.6908925686002623,6.664165,-18.71339,3,2,2,1.7314705444444445
HC-1,-13.24965189672952,-3.4125357170590838,14.640902,-17.512705,3,2,2,1.6998564413407824
HCC-15,8.388603986010507,-1.9003031051455541,-2.31059,12.487193,4,3,3,3.224252342696629
HCC-366,1.8718028098821065,1.0624419661386204,-12.112959,2.2533119,1,1,1,3.1841587789473684
HCC-44,-4.58836798821174,5.783033804554368,-1.7222922,-9.218162,3,2,2,2.159512844444445
HCC-78,-2.3124214287620295,0.34957971767666374,-7.7258472,-14.7608795,1,1,1,2.3721741381215473
HCC-827,9.923565321261329,4.452166815327554,-7.64537,14.000632,4,3,3,3.0781186853932585
HCC1143,10.388100584941242,2.6009492037101563,-2.2381127,15.921979,4,3,3,3.1975853846153846
HCC1187,4.639003376066293,-6.749923795230826,0.24390449,6.696202,1,1,1,2.915681302564102
HCC1395,-0.14259077220144356,-0.7919410034023253,-8.56484,-1.6026497,1,1,1,2.1809023114754096
HCC1419,12.814813219325726,-5.02453361431446,-10.259634,33.721878,4,3,3,3.237914435233161
HCC1428,32.000115200639335,-7.499317186427779,-18.445833,37.534657,0,0,0,4.797751430769232
HCC1500,8.146993462106177,-6.266949868368188,1.6259881,14.893653,4,3,3,2.9941733829787234
HCC1569,-1.7884351906050648,-0.7281246198587044,9.368568,6.205306,1,1,1,2.359159347826087
HCC1599,-0.699310481795309,-2.8517253650329253,-3.4740057,-0.013591886,1,1,1,2.218445507936508
HCC1806,-9.618057679523435,2.6839457119537533,3.167745,-16.955069,3,2,2,1.9648280773195876
HCC1937,16.771981803277388,-2.6127277521736985,-11.831855,32.50831,4,3,3,3.570270773195877
HCC1954,-0.43710427082924175,-5.646476086004995,4.934361,10.657643,1,1,1,2.4783761794871797
HCC202,0.5929957542309927,-0.06533064054247759,-3.874343,1.5972729,1,1,1,1.9719894285714286
HCC2157,-2.09886703385085,-5.450698897673882,9.971117,10.36422,1,1,1,2.3807479589743594
HCC2218,2.3469937859012324,0.4188402135865131,6.8579035,5.354325,1,1,1,2.3950432962962966
HCC2998,-9.513346580523766,9.039804221548046,2.5019398,-22.69379,3,2,2,1.855258820652174
HCC38,10.093570523591389,-5.8085205544836365,-14.399967,13.129531,4,3,3,3.363057755102041
HCC70,1.2449879795930061,-2.1342363174557732,8.084416,11.124002,1,1,1,2.419354683673469
HCT-116,-11.480132769418494,6.768889037854334,3.0262687,-21.378565,3,2,2,1.6565107243243244
HCT-15,-8.630778864869951,2.0762808713933163,7.009548,-20.080976,3,2,2,1.9016977945945948
HD-MY-Z,30.53557993402503,0.35168866101560226,-19.234447,35.1336,0,0,0,4.700983961111111
HDLM-2,-1.766479475698838,-5.886219231068269,21.189257,-2.0500388,1,1,1,2.442976761111111
HDQ-P1,0.9739268790121803,2.2494192565193307,8.283071,14.675253,1,1,1,2.4807623814432986
HEC-1,17.657883453089177,-5.475431016420489,-18.298172,26.734701,0,3,3,3.7436235195530725
HEL,-5.802905668942392,-1.170051260035895,14.371638,-12.169273,3,2,2,2.1535653052631583
HGC-27,-11.025922164027401,-3.7043950553073044,14.344942,-8.412385,3,2,2,1.7090734034090909
HH,8.978901072870595,-3.3430181734020015,-3.10898,27.484505,4,3,3,3.0106994388888895
HL-60,-14.765105835521375,0.7228147333056487,28.048288,-21.115238,2,4,4,1.466176877094972
HLE,-3.101862648666751,-1.3214657722390215,9.056606,-8.028055,1,2,2,2.316771872222222
HMV-II,0.4765546431140657,10.5577830368836,-12.903069,-12.3951235,1,1,1,2.4889712333333334
HO-1-N-1,-10.997680730106765,3.7492608481231966,5.3228817,-19.102785,3,2,2,1.7220445833333333
HO-1-u-1,-6.801228303853068,0.8181412687975762,5.294695,-5.282056,3,2,2,1.0370064158415842
HOP-62,8.08448064555392,2.1222089124892247,-10.811388,13.5074215,4,3,3,3.160566938888889
HOP-92,14.041812738010526,0.6020851210439774,-15.570279,24.366985,4,3,3,3.3803438659217875
HOS,-7.439064589274905,-3.3497412452701134,9.697366,-11.228602,3,2,2,1.9921485166666666
HPAC,20.701660609445547,3.85484267503126,-12.099607,24.987211,0,0,0,3.8868124972067037
HPAF-II,16.97059933799975,5.281037837501063,-11.483743,24.797817,4,3,3,3.588834761111111
HSC-2,-12.046920049025422,-0.7833146911091786,6.104216,-17.772041,3,2,2,1.6642694581005586
HSC-3,-9.060210578683568,1.6503638523014064,7.670345,-16.52393,3,2,2,1.9228325617977529
HSC-39,-14.264966273063118,1.2159577666793724,8.369444,-27.199707,3,2,2,0.3588822673267328
HSC-4,6.219167232436096,-3.983944894334434,-5.634738,20.721363,1,1,1,2.8342772960893856
HT-1080,7.758214261646475,-1.5887075293824608,-0.52532125,12.216376,4,3,3,3.0708349166666666
HT-115,2.352567851746109,0.5975548210712771,-1.0958368,9.90519,1,1,1,2.8927745752212384
HT-1197,13.388644340348348,-2.3458486077467366,-13.3825865,30.217766,4,3,3,3.4200365418994414
HT-1376,18.67289452035274,-3.9358317000447394,-17.945995,27.680086,0,3,0,3.988187562043795
HT-144,-4.853981776927896,10.929410352904913,-12.598862,-14.022212,3,2,2,2.073532084269663
HT-29,-2.5442922038955063,13.051571054670122,-9.294165,-11.039025,3,2,2,2.3259344918918914
HT-3,9.361658135409586,-1.1608626010000098,-7.5441008,18.836111,4,3,3,3.1501835222222216
HT55,-1.1442429866857031,8.402306564748116,-6.6209555,-9.586902,1,1,1,2.2661459726775957
HTC-C3,1.508064899723626,6.078187444991535,-11.906666,-4.966792,1,1,1,2.5602425
HeLa,1.5536299116593062,-3.025062733084634,1.5969025,6.778098,1,1,1,2.6049759055555555
Hep3B2-1-7,-3.3015414059240102,5.2886431252020785,4.721295,-13.605213,3,2,2,2.246473147368421
Hey,5.816409898723429,6.896776375644962,-10.828547,13.7555895,1,1,1,3.0028610888888894
Hs-445,-10.917214376473584,-3.715744407812924,14.568555,-17.696016,3,2,2,1.9187934413407821
Hs-578-T,-6.421324694227931,1.8641338424053029,-5.76288,-5.665721,3,2,2,1.99733038974359
